image,number_responses,avg_words_per_response,percent_unique_words,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
VCS_10.png,197,1.868020304568528,0.3233695652173913,0.0811811396753939,0.3248730964467005,نجم,0.2436548223350254,نجمة
VCS_100.png,193,1.5699481865284974,0.504950495049505,0.024610408060673616,0.17098445595854922,ارنب,0.14507772020725387,ارنب
VCS_110.png,211,1.7203791469194314,0.4793388429752066,0.03138365067044123,0.26066350710900477,ارنب,0.17535545023696683,ارنب
VCS_120.png,204,1.642156862745098,0.4925373134328358,0.02436321387076593,0.20098039215686275,ارنب,0.16666666666666666,ارنب
VCS_130.png,192,1.9010416666666667,0.5095890410958904,0.012373927442420593,0.109375,شكل,0.046875,مزهرية
VCS_140.png,208,1.5913461538461537,0.5045317220543807,0.01287192163325094,0.08173076923076923,"شكل,مزهرية",0.07692307692307693,مزهرية
VCS_150.png,216,1.5509259259259258,0.47761194029850745,0.01699883814460631,0.12037037037037036,مزهرية,0.10185185185185185,مزهرية
VCS_160.png,198,1.6868686868686869,0.5029940119760479,0.017064969160777543,0.12121212121212122,مزهرية,0.12121212121212122,مزهرية
VCS_170.png,222,1.6711711711711712,0.49595687331536387,0.01605594813141983,0.11261261261261261,مزهرية,0.11261261261261261,مزهرية
VCS_180.png,215,1.7767441860465116,0.4895287958115183,0.015280812411537562,0.13488372093023257,شكل,0.05116279069767442,"درع,شكل.غير.منتظم"
VCS_190.png,193,1.7720207253886011,0.543859649122807,0.013599492377081511,0.12953367875647667,شكل,0.06735751295336788,درع
VCS_20.png,218,1.9220183486238531,0.35799522673031026,0.05392196046636444,0.27522935779816515,نجمة,0.18807339449541285,نجمة
VCS_200.png,212,2.0330188679245285,0.5197215777262181,0.01680246047590784,0.1650943396226415,شكل,0.07075471698113207,درع
VCS_210.png,215,1.8790697674418604,0.4183168316831683,0.03556248925140653,0.2930232558139535,خماسي,0.14418604651162792,خماسي
VCS_220.png,190,1.5421052631578946,0.2901023890784983,0.10755528542708868,0.46842105263157896,خماسي,0.33157894736842103,خماسي
VCS_230.png,218,1.9403669724770642,0.4066193853427896,0.025634992661311105,0.14220183486238533,نجمة,0.08256880733944955,تاج
VCS_240.png,220,2.0,0.3181818181818182,0.042990267136053015,0.2636363636363636,نجمة,0.11363636363636363,نجمة
VCS_250.png,193,2.160621761658031,0.3669064748201439,0.03759684560044272,0.23834196891191708,ه,0.08290155440414508,"نجمة,نجم.ه"
VCS_260.png,209,2.200956937799043,0.3,0.041290139244103435,0.27751196172248804,نجمة,0.11004784688995216,تاج
VCS_270.png,219,2.2648401826484017,0.3407258064516129,0.03886445096122516,0.2694063926940639,نجمة,0.1095890410958904,تاج
VCS_280.png,201,2.383084577114428,0.3277661795407098,0.043710310007774214,0.2835820895522388,ه,0.0845771144278607,نجمة
VCS_290.png,224,2.044642857142857,0.37117903930131,0.03728512321672575,0.25,نجمة,0.11607142857142858,نجمة
VCS_30.png,217,1.7327188940092166,0.40691489361702127,0.03346099290780142,0.1889400921658986,نجمة,0.1336405529953917,نجمة
VCS_300.png,203,2.1182266009852215,0.40232558139534885,0.0376429771778609,0.2315270935960591,نجمة,0.09359605911330049,نجمة
VCS_310.png,197,2.1065989847715736,0.42409638554216866,0.045422268785286074,0.28426395939086296,ه,0.1116751269035533,نجم.ه
VCS_320.png,204,1.8970588235294117,0.4082687338501292,0.05224190330829685,0.2696078431372549,نجمة,0.1568627450980392,نجمة
VCS_330.png,211,1.957345971563981,0.41404358353510895,0.05720632831049155,0.3033175355450237,نجمة,0.1895734597156398,نجمة
VCS_340.png,196,1.9744897959183674,0.40310077519379844,0.06293930995702293,0.336734693877551,نجمة,0.20918367346938777,نجمة
VCS_350.png,222,1.7702702702702702,0.2544529262086514,0.13060185906423638,0.45045045045045046,نجمة,0.3063063063063063,نجمة
VCS_360.png,217,1.8018433179723503,0.2710997442455243,0.11392222440815791,0.4147465437788018,نجمة,0.28110599078341014,نجمة
VCS_40.png,191,1.9005235602094241,0.4573002754820937,0.021049267156750835,0.193717277486911,ه,0.06806282722513089,نجمة
VCS_50.png,205,1.8585365853658538,0.4776902887139108,0.02055532532117696,0.17560975609756097,ه,0.09268292682926829,بقعة
VCS_60.png,214,1.8271028037383177,0.5473145780051151,0.012105711849957373,0.12149532710280374,شكل,0.06542056074766354,بقعة
VCS_70.png,189,1.708994708994709,0.5789473684210527,0.012191604330519393,0.12169312169312169,شكل,0.037037037037037035,شكل.عشوائي
VCS_80.png,204,1.7156862745098038,0.5057142857142857,0.016144085141219813,0.14705882352941177,ارنب,0.09803921568627451,ارنب
VCS_90.png,201,1.691542288557214,0.5029411764705882,0.028544161027242755,0.22885572139303484,ارنب,0.16417910447761194,ارنب
dog.png,630,1.3666666666666667,0.1986062717770035,0.21825621910704157,0.5793650793650794,كلب,0.4873015873015873,كلب
square.png,631,1.179080824088748,0.12634408602150538,0.4744207586216877,0.8098256735340729,مربع,0.7464342313787639,مربع
triangle.png,638,1.2210031347962382,0.11296534017971759,0.5165412119552125,0.8746081504702194,مثلث,0.7852664576802508,مثلث
